College,Department,CourseNumber,Title,Credits,Type,Description,AverageRating
MET,EN,175,Literature and the Art of Film,4,IN_PERSON,Survey and analysis of cinema as an expressive medium from the silent period to the present. Films are screened weekly and discussed in conjunction with works of literature.,0
MET,EN,201,Intermediate Composition,4,IN_PERSON,"Practice in writing narration, exposition, argument and persuasion, the critical essay, and the research paper. Related readings. Class discussion of papers. Individual conferences. Students enroll in specific seminars. Limited enrollment. Effective Fall 2020, this course fulfills a single unit in each of the following areas: Research and Information Literacy; Writing, Research and Inquiry.",0
MET,EN,202,Introduction to Creative Writing,4,IN_PERSON,"Designed mainly for those with little or no experience in creative writing. An introduction to writing in various genres: poetry, fiction, and plays. Students' works discussed in class. Limited enrollment.",0
MET,EN,305,Advanced Writing of Fiction,4,IN_PERSON,"The writing of short stories and perhaps longer fiction discussed in a workshop setting, including one-on- one meetings to discuss student work.",0
MET,EN,363,Shakespeare I,4,IN_PERSON,"Six plays chosen from the following: Richard II, Romeo and Juliet, Henry IV (Part 1), Troilus and Cressida, As You Like It, Hamlet, Othello, Antony and Cleopatra, and The Winter's Tale.",0
MET,EN,546,The Modern American Novel,4,IN_PERSON,"From 1900 to the present, including Dreiser, Hemingway, Fitzgerald, Faulkner, and selected contemporary novelists.",0
MET,HC,750,The American Health Care System for Health Communicators,4,ONLINE,"A vital component of the Health Communication curriculum, this course explores the health care system in terms of 1) communication within organizations, resources, and processes that constitute structure and operations; 2) relationships among stakeholders that shape it; and 3) resulting policies that impact system performance and influence the future of health care. Given the complexity and dynamics of the health care environment, an understanding of related issues at all levels is essential for effective communication and prevention of error within health care organizations. Without it, organizations must react defensively to environmental and political threats, often at the expense of patient safety and well-being; with it, organizations can act strategically to maximize growth opportunities and anticipate those forces that influence policy. The course draws upon multiple perspectives, including health communication in medicine and public health, health management (access, quality, and cost), politics, healthcare ethics, law, and the complexities of cross- cultural and psychosocial considerations within today's healthcare system.",0
MET,HC,755,Contemporary Health Care Marketing,4,ONLINE,"This course provides an in-depth understanding of the essential concepts of marketing and their application to health care. Students gain a working knowledge of marketing tools (such as pricing, promotion, channels, consumer behavior, brand equity, and segmentation) and how to use them. Students build practical applied skills in analyzing marketing problems and developing marketing programs and strategies, with particular attention to health care and its organizational structures, financing, technologies, market demands, laws, and regulations. Students also expand their understanding of the differences and similarities between marketing in for-profit and not-for-profit health care organizations, and they increase their appreciation of the role of data collection, analysis, interpretation, and management in marketing decisions. [ 4 cr.]",0
MET,HC,757,Interactive Marketing Communications,4,ONLINE,"An overview of the theories, practices, and techniques in the dynamic field of interactive marketing communications (IAMC). Students gain an understanding of the strategy and tactics of IAMC and its place in the more comprehensive field of marketing communications. In addition, students review IAMC's relationship to and its effects on society, culture, and the economic system. The course will explore almost all the ways interactive marketing can be practiced via the Internet: historical introduction, dotcom era, basic principles, database marketing, etail, email, search (SEO & SEM/PPC), display advertising, social networking, gaming, mobile, et al.",0
MET,HC,758,Media Relations for Health Communicators,4,ONLINE,"Students learn publicity techniques used in mass media communication, including working with daily and weekly newspapers, magazines, radio, television, film and online media. The course will examine the principles and practices of working with mass media """"gatekeepers"""" to accomplish campaign objectives as well as strategies and tactics for communicating directly with audiences through new media. Students will develop knowledge and skills related to the production and use of media relations tools with a focus on health communication. Case studies will be employed to understand the challenges and opportunities inherent in working with mass media as well as the special demands and practices associated with crisis communication. The course will also explore the roles of interactive and social media.",0
MET,HC,761,Advanced Writing for Health Communicators,4,ONLINE,"Clear and persuasive writing is arguably the most fundamental tool in the contemporary health communicator's toolbox. Essential writing qualities including clarity, cohesion, and concision will be emphasized throughout this course alongside advanced grammar, sentence structure and writing mechanics. The course aims to build advanced writing knowledge and skill upon the foundation each student brings to the classroom. Students will be exposed to a variety of traditional and online writing formats common to the field of health communication. Students will be required to analyze diverse audiences and refine writing strategies, style, vocabulary and levels of formality to accommodate each audience. Requires extensive writing, rewriting and editing assignments.",0
MET,HC,762,Visual Communication in the Digital Health Age,4,ONLINE,"Over the past two decades, the power of visuals in learning and retention has been increasingly recognized -- attributing as much as 80% of retention to information that is visually communicated. In a recent study, 85% of working professionals agreed that creative thinking is critical for problem solving in their career, and 71% say creative thinking should be taught as a course, like math and science. The efficacy of the use of visual symbols has also been recognized for bridging language barriers in health care settings. This course provides health communication professionals the fundamental principles of design and how these relate to effective communication, particularly in health education and delivery applications. Course lectures and resources will guide students from visual design theory, straight through content creation and measuring effectiveness of visual messaging. Students will explore various media and tools used to create digital images and get hands-on practice in the image editing process. Topics include conceptual design, critical thinking in the creation of practical design, how design relates to industry, human perception and the visual process, and the use of symbols for immediacy and to bridge cultural and literacy divides. In addition to exploring popular digital vehicles for visual storytelling, such as infographics, data visualization, video and mobile, the course will also present real- world challenges, such as ethics and regulations in digital communications, as well as business processes. Course requires access to a smartphone with camera and video capability or a digital camera/video.",0
MET,HC,763,Social Media Strategies and Tactics for Health Communicators,4,ONLINE,"The course examines how healthcare organizations are tapping the power of social media to listen, learn, engage and act. This course helps students understand the power and importance of this fundamental shift in communication, and how savvy health care organizations are turning this shift into a strategic advantage. Together, we will examine the impact of the communication technology revolution on the field of health marketing and communication. Through extensive readings, case studies, project assignments, hands-on use of social media and weekly discussions, students will explore the extraordinary health communication challenges and opportunities driven by social media -- as well as the new and daunting problems and threats social media present to healthcare organizations. Students will learn how social media is used in health care and why using it effectively and efficiently has become a necessary skill for many health care professionals. As part of this course, students have the opportunity to earn the Mayo-Hootsuite Social Media Basics Certification, and participate in the Mayo Clinic Social Media Network community.",0
MET,HI,101,The History of Western Civilization I,4,IN_PERSON,"Surveys the development of Western society and culture from a.d. 1000 to the French Revolution of 1789. Topics include the development of medieval European society and culture, the Renaissance, the Reformation, the scientific revolution, absolutism, enlightened despotism, and eighteenth-century rationalism.",0
MET,HI,286,Science and Medicine Go to War,4,IN_PERSON,"Science and medicine played key roles in helping warfare shape the social and political fabric of the modern world. While war played a critical role in advancing science and medicine, they in turn serviced the demands of societies at war. This course situates science and medicine within broader themes in the social, cultural, and political history of warfare. It takes a flexible case study approach including a range of topics from the development of gun powder, the treatments for PTSD, the discovery of penicillin and the atomic bomb.",0
MET,HI,312,The History of the U.S. Supreme Court,4,IN_PERSON,"The Supreme Court of the United States (SCOTUS) is the ultimate legal interpreter of the United States Constitution. It is one of the most visible and also most controversial organs of the Federal Government. This course examines the political, legal, and cultural history of the United States through the lens of some of the Court's major rulings. Students will be introduced to the Court's institutional history, several of its major Justices, as well as many landmark decisions on issues such as abortion, free speech, slavery, segregation, immigration and citizenship, and the right to privacy. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Ethical Reasoning, Critical Thinking, Research and Information Literacy.",0
MET,HI,373,History of Boston,4,IN_PERSON,"The foundations, development, and 'fate' of Boston since the colonial period. Explores the architecture, geography, social structure, and economic development of the city, as well as political changes.",0
MET,HI,395,Film & History,4,IN_PERSON,"This course studies international films about revolution and war, their origins, social consequences, and legacies. It considers films from and about Japan, Africa, India, the Americas, and Europe. It explores ""the angle of vision"" problem in history: who should we trust more, eye-witness accounts, great film recreations, novelists, or traditional historians? Who gets us closest to the ""truth"" of the human experience and condition?",0
MET,HS,201,Introduction to Nutrition,4,IN_PERSON,"This course focuses on the components of a healthy, well-balanced diet to meet nutritional needs and avoid deficiencies and excesses. The basic concepts discussed will include: MyPlate, food labeling, recommended nutrient intakes for all age and gender groups, weight management, heart disease, diabetes, cancer, and lifecycle nutrition. Special emphasis will be on nutrition and disease prevention and applying the nutrition knowledge learned to everyday living. This course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry II, Oral and/or Signed Communication.",0
MET,IS,327,"The Meaning of America: People, Identity, and Conflict that Built a Nation",4,IN_PERSON,"The course examines the philosophical underpinnings of what it means to be an American and the experiences of ordinary men and women in the making of modern America. It will look closely at the ideas of those who founded the nation and how this affected the idealism which became the American identity. The role of immigration, the change from agrarian to urban industrialized society, the growth and influence of labor unions, the shift of the U.S. from maker to buyer of goods and services, and how the ideological notion of what it means to be American evolved will be examined. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Social Inquiry I, Research and Information Literacy.",0
MET,IS,350,"Nature and the Divine in Myth, Literature, and Art",4,ONLINE,"Over time and throughout cultures, human understanding of a divine presence, of a god or gods, has been intimately connected to our relationship with nature. This course introduces students to some of the world's mythic traditions, applying them to the enduring cultural issues surrounding humanity's relationship to nature and our role as stewards of the environment. The course will cover the Bible and classical mythology through the writings of Emerson and modern works such as Ceremony by Pueblo author Leslie Marmon Silko, and will explore nature and religion in art from Europe and America. Effective Fall 2018, this course fulfills a single unit in each of the following BU Hub areas: Aesthetic Exploration, Writing-Intensive Course, Critical Thinking.",0
MET,IS,360,"Literature, Film, and the American Dream",4,ONLINE,"TThis course will examine the nature of the American Dream through fiction, essays, poetry, autobiography, historical documents, and art. It will follow the Dream evolving from the Puritan fathers? desire for religious freedom to the Revolution's emphasis on political liberty, the 19th century's focus on self reliance, and the quest for the good life characteristic of the 20th century. At the same time, such characteristic thematic elements as the desire for equality and the maturation of the soul will be examined in terms of their impact on different permutations of the American Dream. Effective Fall 2019, this course fulfills a single unit in the following BU Hub areas: Historical Consciousness, The Individual in Community.",0
MET,IS,367,"Jobs, Wages, and the Global Economy",4,ONLINE,"This course introduces fundamental concepts of micro and macroeconomics within the context of the labor market. In macroeconomics, we focus on the ability of the economy to create enough jobs to maintain full employment. In microeconomics, we focus on the supply and demand for labor, looking at trends in labor force participation, college attendance, and wage differentials. We will also cover recent topics related to the functioning of the labor market, including a discussion of the effects of the most recent recession, and the employment impact of international trade and outsourcing. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Quantitative Reasoning II, Social Inquiry I, Teamwork/Collaboration.",0
MET,IS,370,"China, the Emerging Superpower: A Model for Development?",4,ONLINE,"The course will assess whether China will remain a friend or become a foe for the U.S., argue whether China's road to modernization is an apt model for other developing nations, analyze China's past to discover patterns and traditions that still exist, and study the interaction between China and the world community to determine its future role as a world leader. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Global Citizenship and Intercultural Literacy.",0
MET,IS,380,"Landscape, Climate, and Humans",4,ONLINE,"An introduction to environmental science with a dual focus in physical geography and climatology. Interprets major themes in Earth History and human affairs through interactive lessons that include online lectures, outside reading, and extensive online maps, diagrams, and animations. Discusses the interactions of climate, physical geography, and human activities in the formation of a dynamic, living Earth. The action of weather, humans, and non-human organisms on the Earth's surface ties the course together as it concludes with biogeochemistry and a look at the origin of life. Online offering. For further information, please call the Office of Distance Education at 617-358-1960.",0
MET,IS,385,Interior and Exterior Landscapes: Understanding Native American Cultures,4,ONLINE,"The indigenous people of North America have a unique experience of negotiating cultural boundaries, alien ideologies, and inscrutable behaviors that appear in everything from personal interactions to national policy, and their own cultural and religious traditions have survived despite a dominant culture that has sought to both annihilate and romanticize them. This course is about that cultural interaction and offers an opportunity to understand Native American cultures in their own terms through the voices of their people, expressing themselves through literature, film and venues. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Global Citizenship and Intercultural Literacy, Writing-Intensive Course, Research and Information Literacy. Prereq: First-Year Writing Seminar",0
MET,IS,403,Natural Science in Contemporary Society,4,HYBRID,"This course will focus on controversial and critical social, environmental, business, and political issues in the various disciplines of science. The natural sciences will be explored in the context of public policy.",0
MET,IS,421,The Art of Rhetoric in Life and Work,4,ONLINE,"The art of rhetoric is one of the original liberal arts and is a part of the trivium that includes grammar and logic. Rhetoric is as old as human communication and as diverse as the human imagination. In the twenty-first century, rhetoric has new forms and meanings but retains some of the dynamics of the classical age of Greece and Rome. This course is a study of the art of rhetoric in everyday life and work from both theoretical and practical perspectives with an emphasis on writing and interpretation. Effective Fall 2019, this course fulfills a single unit in the following BU Hub area: Critical Thinking.",0
MET,IS,460,Romanticism and Its Off-Shoots: Countering the Enlightenment in Philosophical Literature and the Visual Arts,4,ONLINE,"This course explores various currents, paradoxes, and extensions of Romanticism, especially as this movement took shape in Europe and America, with a special focus on philosophical literature and the visual arts. We will begin with some central ideas and themes of German Romantic thinkers, exploring how these ideas and themes are also evoked by British and American writers as well as by European and American painters. We will identify and analyze Romantic themes and styles in early German expressionist films, in British gothic fantasy movies, and in American motion pictures about western front Effective Fall 2019, this course fulfills a single unit in the following BU Hub area: Aesthetic Exploration.",0
MET,LX,250,Introduction to Linguistics,4,IN_PERSON,"Properties that languages share and how languages differ with respect to structure (sound system, word formation, syntax), expression of meaning, acquisition, variation, and change; cultural and artistic uses of language; comparison of oral, written, and signed languages. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry I, Global Citizenship and Intercultural Literacy, Critical Thinking.",0
MET,LX,501,Phonetics & Phonology: Introduction to Sound Systems,4,IN_PERSON,"Introduction to the nature and patterning of sounds in human language. Presents articulatory and acoustic phonetics, and basic phonological analysis, focusing on cross-language typology and comparison. Hands-on development of practical skills, including IPA transcription, field techniques, and digital speech analysis. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry II, Quantitative Reasoning I, Critical Thinking. Prereq: (METLX250) or consent of instructor.",0
MET,LX,521,Syntax: Introduction to Sentential Structure,4,IN_PERSON,"Introduction to syntax as an object of inquiry. Students build an increasingly sophisticated model of syntactic knowledge to account for data from English and other languages, constructing and evaluating alternative hypotheses about how sentence structure works. Prereq: (METLX250) or consent of instructor.",0
MET,MA,113,Elementary Statistics,4,IN_PERSON,"Basic concepts of estimation and tests of hypotheses, ideas from probability; one-, two-, and multiple-sample problems. Applications in social sciences. Primarily for students in the social sciences who require a one- semester introduction to statistics, others should consider CAS MA 115 or MA 213. This course fulfills a single unit in the following BU Hub area: Quantitative Reasoning II. MA 113 may not be taken for credit by any student who has completed any MA course numbered 300 or higher. Students may receive credit for not more than one of the following courses: MET MA 113, MA 213, or CAS MA 113, MA 115, or MA 213. ",0
MET,MA,118,College Algebra and Trigonometry,4,IN_PERSON,"Intensive one-semester course in algebra and trigonometry. Prepares students to study calculus. Algebraic operations, word problems, linear and quadratic functions, and identities. Analytic geometry. Exponential and logarithmic functions. MET MA 118 may be taken for CAS credit but does not satisfy the CAS mathematics requirement. Prereq: MET MA 100; or equivalent. Part-time MET students only.",0
MET,MA,120,Applied Mathematics for Social and Management Sciences,4,IN_PERSON,"Linear equations, systems of linear equations, matrix algebra, exponential functions and logarithms, elements of differential calculus, optimization, probability. Applications in economics, finance, and management. Note: MET MA 120 may be taken for CAS credit.",0
MET,MA,123,Calculus I,4,HYBRID,"Limits; derivatives; differentiation of algebraic functions. Applications to maxima, minima, and convexity of functions. The definite integral; the fundamental theorem of integral calculus; applications of integration. Students may receive credit for either MET MA 121 or MA 123 or CAS MA 121 or MA 123, but not both.  Prereq: MET MA 118; or equivalent.",0
MET,MA,123,Calculus I,4,IN_PERSON,"Limits; derivatives; differentiation of algebraic functions. Applications to maxima, minima, and convexity of functions. The definite integral; the fundamental theorem of integral calculus; applications of integration. Students may receive credit for either MET MA 121 or MA 123 or CAS MA 121 or MA 123, but not both.  Prereq: MET MA 118; or equivalent.",0
MET,MA,124,Calculus II,4,IN_PERSON,"Logarithmic, exponential, and trigonometric functions. Sequences and series; Taylor's series with the remainder. Methods of integration. Calculus I and II together constitute an introduction to calculus of a function of a single real variable. Students may receive credit for not more than one of the following courses: MA 122, MA 124, MA 127, or MA 129.  Prereq: Prereq: MET MA 121 or MA 123 or CAS MA 121 or MA 123.",0
MET,MA,213,Basic Statistics and Probability,4,IN_PERSON,"Elementary treatment of probability densities, means, variances, correlation, independence, the binomial distribution, and the central limit theorem. Stresses understanding and theoretical manipulation of statistical concepts. Note: Credit will be given for only one of the following courses: MET MA 113 or MA 213. Prereq: MET MA 118; or equivalent.",0
MET,MA,581,Probability,4,IN_PERSON,"Basic probability, conditional probability, independence. Discrete and continuous random variables, mean and variance, functions of random variables, moment generating function. Jointly distributed random variables, conditional distributions, independent random variables. Methods of transformations, law of large numbers, central limit theorem. Prereq: MET MA 225, or CAS MA 225, or MA 230. Grad Prereq: MET MA 225 or CAS MA 225 or CAS MA 230.",0
MET,MA,603,SAS with Statistical Applications,4,IN_PERSON,"Offers a unified and in-depth coverage of the statistical computer package SAS, and its statistical applications. Topics include the language of SAS, data formatting, creating and storing SAS data sets, file manipulations, macro procedure, and graphics. Also included are procedures for statistical techniques selected from analysis of variance, regression, factor analysis, scoring, and categorical data analysis. Several large data sets will be used as case studies emphasizing hands-on experience with SAS for Windows. Laboratory course. Prereq: MET or CAS MA 214",0
MET,MG,202,Personal Financial Planning,4,IN_PERSON,"The development of personal investment strategies using money and credit. Securities and portfolio management, budgeting, insurance, taxes, retirement programs, and estate planning.",0
MET,MG,315,Operations Management,4,IN_PERSON,"Introduction to the operating functions of a firm. Emphasis on problem-solving skills using analytical techniques. Includes production planning and inventory control, quality control, forecasting, capacity planning, and work-study. Viewed from the aspect of management.",0
MET,MG,410,"Entrepreneurial Management: Starting, Innovating, and Managing Small-, Medium-, and Large-Sized Ventures",4,HYBRID,"Covers the four key elements of successful entrepreneurial management: choosing a business, organizing, financing, and marketing. Includes preparing a business plan, becoming an entrepreneur, raising venture capital, selling, negotiating, and building an effective organization. Topics given special consideration are the practice of innovation, the art of leadership, and how to relate talents to succeeding in an innovative managed venture and technology management.",0
MET,MG,410,"Entrepreneurial Management: Starting, Innovating, and Managing Small-, Medium-, and Large-Sized Ventures",4,IN_PERSON,"Covers the four key elements of successful entrepreneurial management: choosing a business, organizing, financing, and marketing. Includes preparing a business plan, becoming an entrepreneur, raising venture capital, selling, negotiating, and building an effective organization. Topics given special consideration are the practice of innovation, the art of leadership, and how to relate talents to succeeding in an innovative managed venture and technology management.",0
MET,MG,415,Project Management,4,IN_PERSON,"An examination of project management concepts, including organizational forms, planning and control techniques, and the role of the project manager. Develops the skills vital to effective management of multidisciplinary tasks through lectures, case studies, and business simulations. Effective Fall 2020, this course fulfills a single unit in the following BU Hub area: Teamwork/Collaboration.",0
MET,MG,431,International Marketing,4,IN_PERSON,Organization of the marketing function in international business. How government policies and practices affect marketing. Comparative marketing strategies for doing business abroad. Examination of case studies.,0
MET,MG,435,Advertising,4,IN_PERSON,"The structure and operating procedures of advertising agencies and corporate advertising departments in relation to marketing. Active student participation in learning how advertising strategies and concepts are developed and executed. Includes readings, development of advertising strategies, screenings, and analysis of contemporary advertising.",0
MET,MG,448,"Electronic Commerce, Systems, and Web Design",4,IN_PERSON,"The first course in a two course sequence. This course combines (1) the practical aspect of Web design through the use of application software such as Dreamweaver to construct a commercial Web site with (2) a general overview of the marketing, supporting services, systems, security and business strategy issues facing commercial enterprises.",0
MET,MG,472,Financial Concepts,4,IN_PERSON,"Emphasizes issues of accounting, finance, and economics that are important in most management contexts. Introduction to tools of financial analysis and the problems of financial management including cash, profitability, and capital budgeting. Various sources of corporate funds are considered - short-, intermediate-, and long-term arrangements . Stresses understanding financial statements, planning and control, cost and benefit evaluation, cash flow analysis, and capital budgeting. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Quantitative Reasoning II, Critical Thinking.",0
MET,MG,473,Quantitative and Qualitative Decision Making,4,IN_PERSON,"This is a basic level course combining the elements of quantitative and qualitative decision making for business. The course exposes the student to practical quantitative approaches to mathematical decision making as well as a wind variety of qualitative approaches for both the services and product industries. Emphasis is placed on the definition of the problem, analysis of the approaches available to solve the problem, an understanding of the limitations and strengths of these approaches as well as the resources necessary. The course additionally prepares the student with design and presentation skills necessary to organize the communications of stating the problem and its different solution or outcome possibilities when the rational for taking a particular course of action needs to be presented to others or the material is being prepared for others who will make business decisions based on the information.",0
MET,MG,503,Business in a Changing Society,4,IN_PERSON,"Examination of the management process and the social environment in which organizations operate, including a discussion of the manager's responsibilities to employees, customers, stockholders, and society. Prereq: Advanced standing or consent of instructor",0
MET,MG,515,Negotiations and Organizational Conflict Resolution,4,HYBRID,"A communications skills course designed to better understand the nature of conflict and its resolution through persuasion, collaboration, and negotiation. Students will learn theories of interpersonal and organizational conflict and its resolution as applied to personal, corporate, historical, and political contexts. Students will assess their own styles, skills, and values, and develop techniques to better resolve disputes, achieve objectives, and exert influence. Grad Prereq: advanced standing or consent of instructor.",0
MET,MG,515,Negotiations and Organizational Conflict Resolution,4,IN_PERSON,"A communications skills course designed to better understand the nature of conflict and its resolution through persuasion, collaboration, and negotiation. Students will learn theories of interpersonal and organizational conflict and its resolution as applied to personal, corporate, historical, and political contexts. Students will assess their own styles, skills, and values, and develop techniques to better resolve disputes, achieve objectives, and exert influence. Grad Prereq: advanced standing or consent of instructor.",0
MET,MG,520,International Business Management,4,IN_PERSON,"Environmental, economic, political, and social constraints on doing business abroad. Examines the effects of overseas business investments on domestic and foreign economics; foreign market analysis and operational strategy of a firm; and development potential of international operations.",0
MET,MG,522,Consumer Behavior,4,IN_PERSON,"A broad view of consumer attitudes, behavior, and decision-making processes. Uses computer and case studies to supplement text readings.",0
MET,MG,530,Business Strategy,4,IN_PERSON,"Policy problems of business organizations. Integrates the areas of marketing, finance, accounting, economics, and personnel into a managerial concept of business decision making.",0
MET,MG,541,The Innovation Process: Developing New Products and Services,4,IN_PERSON,"Addresses the specifics of new product and service development and factors such as market research and partnering that add value and bring innovation to commercial reality. Effective Fall 2020, this course fulfills a single unit in the following BU Hub area: Creativity/Innovation.",0
MET,MG,545,American Institutions and Culture,4,IN_PERSON,"This course is intended primarily for international students to introduce them to American institutions -- business, educational, and political in particular -- within the context of American history, popular culture, and society. Students will learn about the unique features of American management and enterprise. The Boston metropolitan area will play an important role in appreciating the overall historical and cultural context, as will contemporary issues, scholarship, and unfolding events in illustrating distinctive features of American life and commerce.",0
MET,MG,550,International Business Law and Regulation,4,IN_PERSON,"This course examines the international business, legal and regulatory environment. Topics include international legal comparisons, the international sale of goods, imports, and exports, technology transfer, intellectual property protection and forms, and regulations of foreign direct investment.",0
MET,ML,610,Special Topics in Gastronomy,4,IN_PERSON,"ML610 is the designation for Special Topics in Gastronomy. The subject matter for ML610 courses changes from semester to semester, and more than one ML610 can be offered in a given semester. Some of the offerings are listed below.

Race, Ethnicity and Food -- Constructions and experiences of race and ethnicity shape and are shaped by foodways. Both positive and negative definitions of racial and ethnic identities delimit access to and use of different foodstuffs and preparations. In this class we explore these processes, focusing particularly on North America. We will read widely in the literature, paying close attention to intersectional scholarship to understand how limitations related to race, ethnicity, class, religion, gender and sexuality reinforce each other and are also challenged and resisted together. Students will be responsible for participating in and sometimes leading discussion, completing regular writing assignments and designing and completing a semester-long research project.

Sociology of Taste -- Taste has an undeniable personal immediacy: producing visceral feelings ranging from delight to disgust. As a result, in our everyday lives we tend to think about taste as purely a matter of individual preference. However, for sociologists, our tastes are not only socially meaningful, they are also socially determined, organized, and constructed. This course will introduce students to the variety of questions sociologists have asked about taste. What is a need? Where do preferences come from? What social functions might our tastes serve? Major theoretical perspectives for answering these questions will be considered, examining the influence of societal institutions, status seeking behaviors, internalized dispositions, and systems of meaning on not only what we enjoy--but what we find most revolting.",0
MET,ML,611,Archaeology of Food in Ancient Times,4,IN_PERSON,"Examines how people have obtained and processed a wide range of foods through time, beginning with early humans up to early farmers. Topics include food used by hunter/gatherers; changes in diet and nutrition through time. Examines archaeological evidence for types of plants and animals exploited for food, as well as human skeletal evidence for ancient nutrition and diseases related to diet and food stress. Considers early historical periods, especially in terms of how certain foods such as wine have played a significant role in culture beyond basic dietary needs.",0
MET,ML,622,History of Food,4,ONLINE,"History is part of a holistic, interdisciplinary approach to food studies. Our goals in reading history include understanding the ways in which the history of food has shaped our world today and examining ways in which contemporary questions and problems inform historical inquiries. Course readings address some of the ways in which food has influenced human history, particularly at crucial turning points -- for example, the rise of the first civilizations and the European discovery of the Americas. We will also study selected past events and societies through the lens of food and foodways. The topics chosen for the course are presented in thematic and geographic categories, rather than in strict chronological order. The themes are divided among three encompassing meta-themes: Technology & Nature, Mobility, and Culture & Cuisine. These meta-themes will help us to move from the details of our specific weekly topics to their meanings in relationship to larger forces in world history. Students will learn about historical methodology and apply it to their own research.",0
MET,ML,623,Food and Public History,4,IN_PERSON,"Students will examine interpretive foodways programs from museums, living history museums, folklore/folklife programs, culinary tourism offerings, 'historical' food festivals, and food tours to compare different approaches to public histories of food. Through several case studies, students will examine mission statements, interpretive goals, and different methods of communicating with the public. Guest lectures and field trips lay the groundwork for a final project in which students develop a proposal for an interpretive food history program for an area museum, tour program, or public history program. Course offers opportunities for focused inquiry, hands-on research, and creative thinking.",0
MET,ML,625,Wild and Foraged Foods,4,IN_PERSON,"Humans have been foraging for food since prehistoric times, but the recent interest in wild and foraged foods raises interesting issues about our connection to nature amid the panorama of industrially oriented food systems. From political economy to Traditional Ecological Knowledge (TEK), this course explores how we interact with, perceive, and know our world through the procurement of food. Students take part in foraging activities and hands-on culinary labs in order to engage the senses in thinking about the connections between humans, food, and the environment.",0
MET,ML,630,Cookbooks and History,4,IN_PERSON,"What can cookbooks and recipes tell us about an individual? A community? A culture? What does the language of the recipe say about systems of knowledge and ways of thinking about the world? The movement of ingredients and food technology? The transmission of cooking knowledge? Does the analysis of historical cookbooks have contemporary applications? In this course, students will consider these questions through a survey of historical cooking texts and in-class exercises. We will examine cookbooks as a source of culinary history and a window into the changing material culture, practices, spaces, and relationships associated with food preparation and consumption. In addition, students will examine cookbooks and recipes as social documents that reveal the presence of social and economic hierarchies, networks and alliances, and political, economic, and religious structures. We will also examine these documents as cultural texts that reveal the construction of ethnic, gendered, and other identities. Students will study and analyze a selection of cookbooks from different historical periods and geographic regions leading to a final project and paper.",0
MET,ML,641,Anthropology of Food,4,ONLINE,"What can food tell us about human culture and social organization? Food offers us many opportunities to explore the ways in which humans go about their daily lives from breaking bread at the family table, haggling over the price of meat at the market to worrying about having enough to eat. Food can also tell us about larger social organizations and global interconnections through products like Spam that are traded around the globe and the ways in which a fruit like the tomato transformed the culinary culture of European nations. In this course we will consider how the Anthropology of Food has developed as a subfield of Cultural Anthropology. We will also look at the various methodologies and theoretical frameworks used by anthropologists to study food and culture.",0
MET,ML,651,Fundamentals of Wine,2,IN_PERSON,"For students without previous knowledge of wine, this introductory survey explores the world of wine through lectures, tastings, and assigned readings. By the end of this course, students will be able to 1). Exhibit fundamental knowledge of the principal categories of wine, including major grape varieties, wine styles, and regions; 2). Correctly taste and classify wine attributes; 3). Understand general principles of food and wine pairing; and 4). Comprehend the process of grape growing and winemaking. Open only to matriculated gastronomy students.",0
MET,ML,652,A Comprehensive Survey of Wine,4,IN_PERSON,Students passing this course will attain proficiency in the field of wine and associated alcoholic beverages. This intensive survey covers each of the world's most important geographical areas and includes comprehensive comparative tastings. The final examination includes a tasting as well as a written component.,0
MET,ML,653,Mastering Wine: Skill Development,4,IN_PERSON,"Provides students with mastery of the field of alcoholic beverages. The curriculum is divided into the following sections: viticulture, vinification, distillation and brewing; wine tasting, including blind tasting; the interaction of wine and food; and the business of wine. Examination covers tasting skills, factual information and essay writing. 4 credits, Wed. 6-9. FUL Room 122. Grad Prereq: MET ML 652.",0
MET,ML,654,"The Wine Trade: Global, National and Local Perspectives",4,IN_PERSON,"Gives students an in-depth understanding of issues confronting national wine industries and how these issues relate to the U.S. and local wine trade. Students develop understanding and professional skills by researching assigned topics, participating in teacher-led discussions, and tasting numerous wines under the guidance of instructors. Specialists in the wine trade visit to contribute their expertise and provide an interface to the trade. Students share independent research with classmates by giving presentations and researching relevant topics which highlight issues currently facing the wine industry. The format of this course requires students to do independent research, which may be presented in class and/or submitted in the form of an essay. Grad Prereq: MET ML 653.",0
